Pokemon,Type,Stat,Score
Fennekin,Fire,hp,40
Fennekin,Fire,attack,45
Fennekin,Fire,defense,40
Fennekin,Fire,sp_attack,62
Fennekin,Fire,sp_defense,60
Fennekin,Fire,speed,60
Chesnaught,Grass,hp,88
Chesnaught,Grass,attack,107
Chesnaught,Grass,defense,122
Chesnaught,Grass,sp_attack,74
Chesnaught,Grass,sp_defense,75
Chesnaught,Grass,speed,64
Quilladin,Grass,hp,61
Quilladin,Grass,attack,78
Quilladin,Grass,defense,95
Quilladin,Grass,sp_attack,56
Quilladin,Grass,sp_defense,58
Quilladin,Grass,speed,57
Chespin,Grass,hp,56
Chespin,Grass,attack,61
Chespin,Grass,defense,65
Chespin,Grass,sp_attack,48
Chespin,Grass,sp_defense,45
Chespin,Grass,speed,38
Genesect,Bug,hp,71
Genesect,Bug,attack,120
Genesect,Bug,defense,95
Genesect,Bug,sp_attack,120
Genesect,Bug,sp_defense,95
Genesect,Bug,speed,99
Meloetta Pirouette Forme,Normal,hp,100
Meloetta Pirouette Forme,Normal,attack,128
Meloetta Pirouette Forme,Normal,defense,90
Meloetta Pirouette Forme,Normal,sp_attack,77
Meloetta Pirouette Forme,Normal,sp_defense,77
Meloetta Pirouette Forme,Normal,speed,128
Meloetta Aria Forme,Normal,hp,100
Meloetta Aria Forme,Normal,attack,77
Meloetta Aria Forme,Normal,defense,77
Meloetta Aria Forme,Normal,sp_attack,128
Meloetta Aria Forme,Normal,sp_defense,128
Meloetta Aria Forme,Normal,speed,90
Keldeo Resolute Forme,Water,hp,91
Keldeo Resolute Forme,Water,attack,72
Keldeo Resolute Forme,Water,defense,90
Keldeo Resolute Forme,Water,sp_attack,129
Keldeo Resolute Forme,Water,sp_defense,90
Keldeo Resolute Forme,Water,speed,108
Keldeo Ordinary Forme,Water,hp,91
Keldeo Ordinary Forme,Water,attack,72
Keldeo Ordinary Forme,Water,defense,90
Keldeo Ordinary Forme,Water,sp_attack,129
Keldeo Ordinary Forme,Water,sp_defense,90
Keldeo Ordinary Forme,Water,speed,108
White Kyurem,Dragon,hp,125
White Kyurem,Dragon,attack,120
White Kyurem,Dragon,defense,90
White Kyurem,Dragon,sp_attack,170
White Kyurem,Dragon,sp_defense,100
White Kyurem,Dragon,speed,95
Black Kyurem,Dragon,hp,125
Black Kyurem,Dragon,attack,170
Black Kyurem,Dragon,defense,100
Black Kyurem,Dragon,sp_attack,120
Black Kyurem,Dragon,sp_defense,90
Black Kyurem,Dragon,speed,95
Kyurem,Dragon,hp,125
Kyurem,Dragon,attack,130
Kyurem,Dragon,defense,90
Kyurem,Dragon,sp_attack,130
Kyurem,Dragon,sp_defense,90
Kyurem,Dragon,speed,95
Landorus Therian Forme,Ground,hp,89
Landorus Therian Forme,Ground,attack,145
Landorus Therian Forme,Ground,defense,90
Landorus Therian Forme,Ground,sp_attack,105
Landorus Therian Forme,Ground,sp_defense,80
Landorus Therian Forme,Ground,speed,91
Landorus Incarnate Forme,Ground,hp,89
Landorus Incarnate Forme,Ground,attack,125
Landorus Incarnate Forme,Ground,defense,90
Landorus Incarnate Forme,Ground,sp_attack,115
Landorus Incarnate Forme,Ground,sp_defense,80
Landorus Incarnate Forme,Ground,speed,101
Zekrom,Dragon,hp,100
Zekrom,Dragon,attack,150
Zekrom,Dragon,defense,120
Zekrom,Dragon,sp_attack,120
Zekrom,Dragon,sp_defense,100
Zekrom,Dragon,speed,90
Reshiram,Dragon,hp,100
Reshiram,Dragon,attack,120
Reshiram,Dragon,defense,100
Reshiram,Dragon,sp_attack,150
Reshiram,Dragon,sp_defense,120
Reshiram,Dragon,speed,90
Thundurus Therian Forme,Electric,hp,79
Thundurus Therian Forme,Electric,attack,105
Thundurus Therian Forme,Electric,defense,70
Thundurus Therian Forme,Electric,sp_attack,145
Thundurus Therian Forme,Electric,sp_defense,80
Thundurus Therian Forme,Electric,speed,101
Thundurus Incarnate Forme,Electric,hp,79
Thundurus Incarnate Forme,Electric,attack,115
Thundurus Incarnate Forme,Electric,defense,70
Thundurus Incarnate Forme,Electric,sp_attack,125
Thundurus Incarnate Forme,Electric,sp_defense,80
Thundurus Incarnate Forme,Electric,speed,111
Tornadus Therian Forme,Flying,hp,79
Tornadus Therian Forme,Flying,attack,100
Tornadus Therian Forme,Flying,defense,80
Tornadus Therian Forme,Flying,sp_attack,110
Tornadus Therian Forme,Flying,sp_defense,90
Tornadus Therian Forme,Flying,speed,121
Tornadus Incarnate Forme,Flying,hp,79
Tornadus Incarnate Forme,Flying,attack,115
Tornadus Incarnate Forme,Flying,defense,70
Tornadus Incarnate Forme,Flying,sp_attack,125
Tornadus Incarnate Forme,Flying,sp_defense,80
Tornadus Incarnate Forme,Flying,speed,111
Virizion,Grass,hp,91
Virizion,Grass,attack,90
Virizion,Grass,defense,72
Virizion,Grass,sp_attack,90
Virizion,Grass,sp_defense,129
Virizion,Grass,speed,108
Terrakion,Rock,hp,91
Terrakion,Rock,attack,129
Terrakion,Rock,defense,90
Terrakion,Rock,sp_attack,72
Terrakion,Rock,sp_defense,90
Terrakion,Rock,speed,108
Cobalion,Steel,hp,91
Cobalion,Steel,attack,90
Cobalion,Steel,defense,129
Cobalion,Steel,sp_attack,90
Cobalion,Steel,sp_defense,72
Cobalion,Steel,speed,108
Volcarona,Bug,hp,85
Volcarona,Bug,attack,60
Volcarona,Bug,defense,65
Volcarona,Bug,sp_attack,135
Volcarona,Bug,sp_defense,105
Volcarona,Bug,speed,100
Larvesta,Bug,hp,55
Larvesta,Bug,attack,85
Larvesta,Bug,defense,55
Larvesta,Bug,sp_attack,50
Larvesta,Bug,sp_defense,55
Larvesta,Bug,speed,60
Hydreigon,Dark,hp,92
Hydreigon,Dark,attack,105
Hydreigon,Dark,defense,90
Hydreigon,Dark,sp_attack,125
Hydreigon,Dark,sp_defense,90
Hydreigon,Dark,speed,98
Zweilous,Dark,hp,72
Zweilous,Dark,attack,85
Zweilous,Dark,defense,70
Zweilous,Dark,sp_attack,65
Zweilous,Dark,sp_defense,70
Zweilous,Dark,speed,58
Deino,Dark,hp,52
Deino,Dark,attack,65
Deino,Dark,defense,50
Deino,Dark,sp_attack,45
Deino,Dark,sp_defense,50
Deino,Dark,speed,38
Durant,Bug,hp,58
Durant,Bug,attack,109
Durant,Bug,defense,112
Durant,Bug,sp_attack,48
Durant,Bug,sp_defense,48
Durant,Bug,speed,109
Heatmor,Fire,hp,85
Heatmor,Fire,attack,97
Heatmor,Fire,defense,66
Heatmor,Fire,sp_attack,105
Heatmor,Fire,sp_defense,66
Heatmor,Fire,speed,65
Mandibuzz,Dark,hp,110
Mandibuzz,Dark,attack,65
Mandibuzz,Dark,defense,105
Mandibuzz,Dark,sp_attack,55
Mandibuzz,Dark,sp_defense,95
Mandibuzz,Dark,speed,80
Vullaby,Dark,hp,70
Vullaby,Dark,attack,55
Vullaby,Dark,defense,75
Vullaby,Dark,sp_attack,45
Vullaby,Dark,sp_defense,65
Vullaby,Dark,speed,60
Braviary,Normal,hp,100
Braviary,Normal,attack,123
Braviary,Normal,defense,75
Braviary,Normal,sp_attack,57
Braviary,Normal,sp_defense,75
Braviary,Normal,speed,80
Rufflet,Normal,hp,70
Rufflet,Normal,attack,83
Rufflet,Normal,defense,50
Rufflet,Normal,sp_attack,37
Rufflet,Normal,sp_defense,50
Rufflet,Normal,speed,60
Bouffalant,Normal,hp,95
Bouffalant,Normal,attack,110
Bouffalant,Normal,defense,95
Bouffalant,Normal,sp_attack,40
Bouffalant,Normal,sp_defense,95
Bouffalant,Normal,speed,55
Bisharp,Dark,hp,65
Bisharp,Dark,attack,125
Bisharp,Dark,defense,100
Bisharp,Dark,sp_attack,60
Bisharp,Dark,sp_defense,70
Bisharp,Dark,speed,70
Pawniard,Dark,hp,45
Pawniard,Dark,attack,85
Pawniard,Dark,defense,70
Pawniard,Dark,sp_attack,40
Pawniard,Dark,sp_defense,40
Pawniard,Dark,speed,60
Golurk,Ground,hp,89
Golurk,Ground,attack,124
Golurk,Ground,defense,80
Golurk,Ground,sp_attack,55
Golurk,Ground,sp_defense,80
Golurk,Ground,speed,55
Golett,Ground,hp,59
Golett,Ground,attack,74
Golett,Ground,defense,50
Golett,Ground,sp_attack,35
Golett,Ground,sp_defense,50
Golett,Ground,speed,35
Druddigon,Dragon,hp,77
Druddigon,Dragon,attack,120
Druddigon,Dragon,defense,90
Druddigon,Dragon,sp_attack,60
Druddigon,Dragon,sp_defense,90
Druddigon,Dragon,speed,48
Mienshao,Fighting,hp,65
Mienshao,Fighting,attack,125
Mienshao,Fighting,defense,60
Mienshao,Fighting,sp_attack,95
Mienshao,Fighting,sp_defense,60
Mienshao,Fighting,speed,105
Mienfoo,Fighting,hp,45
Mienfoo,Fighting,attack,85
Mienfoo,Fighting,defense,50
Mienfoo,Fighting,sp_attack,55
Mienfoo,Fighting,sp_defense,50
Mienfoo,Fighting,speed,65
Galarian Stunfisk,Ground,hp,109
Galarian Stunfisk,Ground,attack,81
Galarian Stunfisk,Ground,defense,99
Galarian Stunfisk,Ground,sp_attack,66
Galarian Stunfisk,Ground,sp_defense,84
Galarian Stunfisk,Ground,speed,32
Stunfisk,Ground,hp,109
Stunfisk,Ground,attack,66
Stunfisk,Ground,defense,84
Stunfisk,Ground,sp_attack,81
Stunfisk,Ground,sp_defense,99
Stunfisk,Ground,speed,32
Accelgor,Bug,hp,80
Accelgor,Bug,attack,70
Accelgor,Bug,defense,40
Accelgor,Bug,sp_attack,100
Accelgor,Bug,sp_defense,60
Accelgor,Bug,speed,145
Shelmet,Bug,hp,50
Shelmet,Bug,attack,40
Shelmet,Bug,defense,85
Shelmet,Bug,sp_attack,40
Shelmet,Bug,sp_defense,65
Shelmet,Bug,speed,25
Cryogonal,Ice,hp,80
Cryogonal,Ice,attack,50
Cryogonal,Ice,defense,50
Cryogonal,Ice,sp_attack,95
Cryogonal,Ice,sp_defense,135
Cryogonal,Ice,speed,105
Beartic,Ice,hp,95
Beartic,Ice,attack,130
Beartic,Ice,defense,80
Beartic,Ice,sp_attack,70
Beartic,Ice,sp_defense,80
Beartic,Ice,speed,50
Cubchoo,Ice,hp,55
Cubchoo,Ice,attack,70
Cubchoo,Ice,defense,40
Cubchoo,Ice,sp_attack,60
Cubchoo,Ice,sp_defense,40
Cubchoo,Ice,speed,40
Haxorus,Dragon,hp,76
Haxorus,Dragon,attack,147
Haxorus,Dragon,defense,90
Haxorus,Dragon,sp_attack,60
Haxorus,Dragon,sp_defense,70
Haxorus,Dragon,speed,97
Fraxure,Dragon,hp,66
Fraxure,Dragon,attack,117
Fraxure,Dragon,defense,70
Fraxure,Dragon,sp_attack,40
Fraxure,Dragon,sp_defense,50
Fraxure,Dragon,speed,67
Axew,Dragon,hp,46
Axew,Dragon,attack,87
Axew,Dragon,defense,60
Axew,Dragon,sp_attack,30
Axew,Dragon,sp_defense,40
Axew,Dragon,speed,57
Chandelure,Ghost,hp,60
Chandelure,Ghost,attack,55
Chandelure,Ghost,defense,90
Chandelure,Ghost,sp_attack,145
Chandelure,Ghost,sp_defense,90
Chandelure,Ghost,speed,80
Lampent,Ghost,hp,60
Lampent,Ghost,attack,40
Lampent,Ghost,defense,60
Lampent,Ghost,sp_attack,95
Lampent,Ghost,sp_defense,60
Lampent,Ghost,speed,55
Litwick,Ghost,hp,50
Litwick,Ghost,attack,30
Litwick,Ghost,defense,55
Litwick,Ghost,sp_attack,65
Litwick,Ghost,sp_defense,55
Litwick,Ghost,speed,20
Beheeyem,Psychic,hp,75
Beheeyem,Psychic,attack,75
Beheeyem,Psychic,defense,75
Beheeyem,Psychic,sp_attack,125
Beheeyem,Psychic,sp_defense,95
Beheeyem,Psychic,speed,40
Elgyem,Psychic,hp,55
Elgyem,Psychic,attack,55
Elgyem,Psychic,defense,55
Elgyem,Psychic,sp_attack,85
Elgyem,Psychic,sp_defense,55
Elgyem,Psychic,speed,30
Eelektross,Electric,hp,85
Eelektross,Electric,attack,115
Eelektross,Electric,defense,80
Eelektross,Electric,sp_attack,105
Eelektross,Electric,sp_defense,80
Eelektross,Electric,speed,50
Eelektrik,Electric,hp,65
Eelektrik,Electric,attack,85
Eelektrik,Electric,defense,70
Eelektrik,Electric,sp_attack,75
Eelektrik,Electric,sp_defense,70
Eelektrik,Electric,speed,40
Tynamo,Electric,hp,35
Tynamo,Electric,attack,55
Tynamo,Electric,defense,40
Tynamo,Electric,sp_attack,45
Tynamo,Electric,sp_defense,40
Tynamo,Electric,speed,60
Klinklang,Steel,hp,60
Klinklang,Steel,attack,100
Klinklang,Steel,defense,115
Klinklang,Steel,sp_attack,70
Klinklang,Steel,sp_defense,85
Klinklang,Steel,speed,90
Klang,Steel,hp,60
Klang,Steel,attack,80
Klang,Steel,defense,95
Klang,Steel,sp_attack,70
Klang,Steel,sp_defense,85
Klang,Steel,speed,50
Klink,Steel,hp,40
Klink,Steel,attack,55
Klink,Steel,defense,70
Klink,Steel,sp_attack,45
Klink,Steel,sp_defense,60
Klink,Steel,speed,30
Ferrothorn,Grass,hp,74
Ferrothorn,Grass,attack,94
Ferrothorn,Grass,defense,131
Ferrothorn,Grass,sp_attack,54
Ferrothorn,Grass,sp_defense,116
Ferrothorn,Grass,speed,20
Ferroseed,Grass,hp,44
Ferroseed,Grass,attack,50
Ferroseed,Grass,defense,91
Ferroseed,Grass,sp_attack,24
Ferroseed,Grass,sp_defense,86
Ferroseed,Grass,speed,10
Galvantula,Bug,hp,70
Galvantula,Bug,attack,77
Galvantula,Bug,defense,60
Galvantula,Bug,sp_attack,97
Galvantula,Bug,sp_defense,60
Galvantula,Bug,speed,108
Joltik,Bug,hp,50
Joltik,Bug,attack,47
Joltik,Bug,defense,50
Joltik,Bug,sp_attack,57
Joltik,Bug,sp_defense,50
Joltik,Bug,speed,65
Alomomola,Water,hp,165
Alomomola,Water,attack,75
Alomomola,Water,defense,80
Alomomola,Water,sp_attack,40
Alomomola,Water,sp_defense,45
Alomomola,Water,speed,65
Jellicent,Water,hp,100
Jellicent,Water,attack,60
Jellicent,Water,defense,70
Jellicent,Water,sp_attack,85
Jellicent,Water,sp_defense,105
Jellicent,Water,speed,60
Frillish,Water,hp,55
Frillish,Water,attack,40
Frillish,Water,defense,50
Frillish,Water,sp_attack,65
Frillish,Water,sp_defense,85
Frillish,Water,speed,40
Amoonguss,Grass,hp,114
Amoonguss,Grass,attack,85
Amoonguss,Grass,defense,70
Amoonguss,Grass,sp_attack,85
Amoonguss,Grass,sp_defense,80
Amoonguss,Grass,speed,30
Foongus,Grass,hp,69
Foongus,Grass,attack,55
Foongus,Grass,defense,45
Foongus,Grass,sp_attack,55
Foongus,Grass,sp_defense,55
Foongus,Grass,speed,15
Escavalier,Bug,hp,70
Escavalier,Bug,attack,135
Escavalier,Bug,defense,105
Escavalier,Bug,sp_attack,60
Escavalier,Bug,sp_defense,105
Escavalier,Bug,speed,20
Karrablast,Bug,hp,50
Karrablast,Bug,attack,75
Karrablast,Bug,defense,45
Karrablast,Bug,sp_attack,40
Karrablast,Bug,sp_defense,45
Karrablast,Bug,speed,60
Emolga,Electric,hp,55
Emolga,Electric,attack,75
Emolga,Electric,defense,60
Emolga,Electric,sp_attack,75
Emolga,Electric,sp_defense,60
Emolga,Electric,speed,103
Sawsbuck,Normal,hp,80
Sawsbuck,Normal,attack,100
Sawsbuck,Normal,defense,70
Sawsbuck,Normal,sp_attack,60
Sawsbuck,Normal,sp_defense,70
Sawsbuck,Normal,speed,95
Deerling,Normal,hp,60
Deerling,Normal,attack,60
Deerling,Normal,defense,50
Deerling,Normal,sp_attack,40
Deerling,Normal,sp_defense,50
Deerling,Normal,speed,75
Vanilluxe,Ice,hp,71
Vanilluxe,Ice,attack,95
Vanilluxe,Ice,defense,85
Vanilluxe,Ice,sp_attack,110
Vanilluxe,Ice,sp_defense,95
Vanilluxe,Ice,speed,79
Vanillish,Ice,hp,51
Vanillish,Ice,attack,65
Vanillish,Ice,defense,65
Vanillish,Ice,sp_attack,80
Vanillish,Ice,sp_defense,75
Vanillish,Ice,speed,59
Vanillite,Ice,hp,36
Vanillite,Ice,attack,50
Vanillite,Ice,defense,50
Vanillite,Ice,sp_attack,65
Vanillite,Ice,sp_defense,60
Vanillite,Ice,speed,44
Swanna,Water,hp,75
Swanna,Water,attack,87
Swanna,Water,defense,63
Swanna,Water,sp_attack,87
Swanna,Water,sp_defense,63
Swanna,Water,speed,98
Ducklett,Water,hp,62
Ducklett,Water,attack,44
Ducklett,Water,defense,50
Ducklett,Water,sp_attack,44
Ducklett,Water,sp_defense,50
Ducklett,Water,speed,55
Reuniclus,Psychic,hp,110
Reuniclus,Psychic,attack,65
Reuniclus,Psychic,defense,75
Reuniclus,Psychic,sp_attack,125
Reuniclus,Psychic,sp_defense,85
Reuniclus,Psychic,speed,30
Duosion,Psychic,hp,65
Duosion,Psychic,attack,40
Duosion,Psychic,defense,50
Duosion,Psychic,sp_attack,125
Duosion,Psychic,sp_defense,60
Duosion,Psychic,speed,30
Solosis,Psychic,hp,45
Solosis,Psychic,attack,30
Solosis,Psychic,defense,40
Solosis,Psychic,sp_attack,105
Solosis,Psychic,sp_defense,50
Solosis,Psychic,speed,20
Gothitelle,Psychic,hp,70
Gothitelle,Psychic,attack,55
Gothitelle,Psychic,defense,95
Gothitelle,Psychic,sp_attack,95
Gothitelle,Psychic,sp_defense,110
Gothitelle,Psychic,speed,65
Gothorita,Psychic,hp,60
Gothorita,Psychic,attack,45
Gothorita,Psychic,defense,70
Gothorita,Psychic,sp_attack,75
Gothorita,Psychic,sp_defense,85
Gothorita,Psychic,speed,55
Gothita,Psychic,hp,45
Gothita,Psychic,attack,30
Gothita,Psychic,defense,50
Gothita,Psychic,sp_attack,55
Gothita,Psychic,sp_defense,65
Gothita,Psychic,speed,45
Cinccino,Normal,hp,75
Cinccino,Normal,attack,95
Cinccino,Normal,defense,60
Cinccino,Normal,sp_attack,65
Cinccino,Normal,sp_defense,60
Cinccino,Normal,speed,115
Minccino,Normal,hp,55
Minccino,Normal,attack,50
Minccino,Normal,defense,40
Minccino,Normal,sp_attack,40
Minccino,Normal,sp_defense,40
Minccino,Normal,speed,75
Zoroark,Dark,hp,60
Zoroark,Dark,attack,105
Zoroark,Dark,defense,60
Zoroark,Dark,sp_attack,120
Zoroark,Dark,sp_defense,60
Zoroark,Dark,speed,105
Zorua,Dark,hp,40
Zorua,Dark,attack,65
Zorua,Dark,defense,40
Zorua,Dark,sp_attack,80
Zorua,Dark,sp_defense,40
Zorua,Dark,speed,65
Garbodor,Poison,hp,80
Garbodor,Poison,attack,95
Garbodor,Poison,defense,82
Garbodor,Poison,sp_attack,60
Garbodor,Poison,sp_defense,82
Garbodor,Poison,speed,75
Trubbish,Poison,hp,50
Trubbish,Poison,attack,50
Trubbish,Poison,defense,62
Trubbish,Poison,sp_attack,40
Trubbish,Poison,sp_defense,62
Trubbish,Poison,speed,65
Archeops,Rock,hp,75
Archeops,Rock,attack,140
Archeops,Rock,defense,65
Archeops,Rock,sp_attack,112
Archeops,Rock,sp_defense,65
Archeops,Rock,speed,110
Archen,Rock,hp,55
Archen,Rock,attack,112
Archen,Rock,defense,45
Archen,Rock,sp_attack,74
Archen,Rock,sp_defense,45
Archen,Rock,speed,70
Carracosta,Water,hp,74
Carracosta,Water,attack,108
Carracosta,Water,defense,133
Carracosta,Water,sp_attack,83
Carracosta,Water,sp_defense,65
Carracosta,Water,speed,32
Tirtouga,Water,hp,54
Tirtouga,Water,attack,78
Tirtouga,Water,defense,103
Tirtouga,Water,sp_attack,53
Tirtouga,Water,sp_defense,45
Tirtouga,Water,speed,22
Cofagrigus,Ghost,hp,58
Cofagrigus,Ghost,attack,50
Cofagrigus,Ghost,defense,145
Cofagrigus,Ghost,sp_attack,95
Cofagrigus,Ghost,sp_defense,105
Cofagrigus,Ghost,speed,30
Galarian Yamask,Ground,hp,38
Galarian Yamask,Ground,attack,55
Galarian Yamask,Ground,defense,85
Galarian Yamask,Ground,sp_attack,30
Galarian Yamask,Ground,sp_defense,65
Galarian Yamask,Ground,speed,30
Yamask,Ghost,hp,38
Yamask,Ghost,attack,30
Yamask,Ghost,defense,85
Yamask,Ghost,sp_attack,55
Yamask,Ghost,sp_defense,65
Yamask,Ghost,speed,30
Sigilyph,Psychic,hp,72
Sigilyph,Psychic,attack,58
Sigilyph,Psychic,defense,80
Sigilyph,Psychic,sp_attack,103
Sigilyph,Psychic,sp_defense,80
Sigilyph,Psychic,speed,97
Scrafty,Dark,hp,65
Scrafty,Dark,attack,90
Scrafty,Dark,defense,115
Scrafty,Dark,sp_attack,45
Scrafty,Dark,sp_defense,115
Scrafty,Dark,speed,58
Scraggy,Dark,hp,50
Scraggy,Dark,attack,75
Scraggy,Dark,defense,70
Scraggy,Dark,sp_attack,35
Scraggy,Dark,sp_defense,70
Scraggy,Dark,speed,48
Crustle,Bug,hp,70
Crustle,Bug,attack,105
Crustle,Bug,defense,125
Crustle,Bug,sp_attack,65
Crustle,Bug,sp_defense,75
Crustle,Bug,speed,45
Dwebble,Bug,hp,50
Dwebble,Bug,attack,65
Dwebble,Bug,defense,85
Dwebble,Bug,sp_attack,35
Dwebble,Bug,sp_defense,35
Dwebble,Bug,speed,55
Maractus,Grass,hp,75
Maractus,Grass,attack,86
Maractus,Grass,defense,67
Maractus,Grass,sp_attack,106
Maractus,Grass,sp_defense,67
Maractus,Grass,speed,60
Darmanitan Galarian Zen Mode,Ice,hp,105
Darmanitan Galarian Zen Mode,Ice,attack,160
Darmanitan Galarian Zen Mode,Ice,defense,55
Darmanitan Galarian Zen Mode,Ice,sp_attack,30
Darmanitan Galarian Zen Mode,Ice,sp_defense,55
Darmanitan Galarian Zen Mode,Ice,speed,135
Darmanitan Galarian Standard Mode,Ice,hp,105
Darmanitan Galarian Standard Mode,Ice,attack,140
Darmanitan Galarian Standard Mode,Ice,defense,55
Darmanitan Galarian Standard Mode,Ice,sp_attack,30
Darmanitan Galarian Standard Mode,Ice,sp_defense,55
Darmanitan Galarian Standard Mode,Ice,speed,95
Darmanitan Zen Mode,Fire,hp,105
Darmanitan Zen Mode,Fire,attack,30
Darmanitan Zen Mode,Fire,defense,105
Darmanitan Zen Mode,Fire,sp_attack,140
Darmanitan Zen Mode,Fire,sp_defense,105
Darmanitan Zen Mode,Fire,speed,55
Darmanitan Standard Mode,Fire,hp,105
Darmanitan Standard Mode,Fire,attack,140
Darmanitan Standard Mode,Fire,defense,55
Darmanitan Standard Mode,Fire,sp_attack,30
Darmanitan Standard Mode,Fire,sp_defense,55
Darmanitan Standard Mode,Fire,speed,95
Galarian Darumaka,Ice,hp,70
Galarian Darumaka,Ice,attack,90
Galarian Darumaka,Ice,defense,45
Galarian Darumaka,Ice,sp_attack,15
Galarian Darumaka,Ice,sp_defense,45
Galarian Darumaka,Ice,speed,50
Darumaka,Fire,hp,70
Darumaka,Fire,attack,90
Darumaka,Fire,defense,45
Darumaka,Fire,sp_attack,15
Darumaka,Fire,sp_defense,45
Darumaka,Fire,speed,50
Krookodile,Ground,hp,95
Krookodile,Ground,attack,117
Krookodile,Ground,defense,80
Krookodile,Ground,sp_attack,65
Krookodile,Ground,sp_defense,70
Krookodile,Ground,speed,92
Krokorok,Ground,hp,60
Krokorok,Ground,attack,82
Krokorok,Ground,defense,45
Krokorok,Ground,sp_attack,45
Krokorok,Ground,sp_defense,45
Krokorok,Ground,speed,74
Sandile,Ground,hp,50
Sandile,Ground,attack,72
Sandile,Ground,defense,35
Sandile,Ground,sp_attack,35
Sandile,Ground,sp_defense,35
Sandile,Ground,speed,65
Basculin Blue-Striped Form,Water,hp,70
Basculin Blue-Striped Form,Water,attack,92
Basculin Blue-Striped Form,Water,defense,65
Basculin Blue-Striped Form,Water,sp_attack,80
Basculin Blue-Striped Form,Water,sp_defense,55
Basculin Blue-Striped Form,Water,speed,98
Basculin Red-Striped Form,Water,hp,70
Basculin Red-Striped Form,Water,attack,92
Basculin Red-Striped Form,Water,defense,65
Basculin Red-Striped Form,Water,sp_attack,80
Basculin Red-Striped Form,Water,sp_defense,55
Basculin Red-Striped Form,Water,speed,98
Lilligant,Grass,hp,70
Lilligant,Grass,attack,60
Lilligant,Grass,defense,75
Lilligant,Grass,sp_attack,110
Lilligant,Grass,sp_defense,75
Lilligant,Grass,speed,90
Petilil,Grass,hp,45
Petilil,Grass,attack,35
Petilil,Grass,defense,50
Petilil,Grass,sp_attack,70
Petilil,Grass,sp_defense,50
Petilil,Grass,speed,30
Whimsicott,Grass,hp,60
Whimsicott,Grass,attack,67
Whimsicott,Grass,defense,85
Whimsicott,Grass,sp_attack,77
Whimsicott,Grass,sp_defense,75
Whimsicott,Grass,speed,116
Cottonee,Grass,hp,40
Cottonee,Grass,attack,27
Cottonee,Grass,defense,60
Cottonee,Grass,sp_attack,37
Cottonee,Grass,sp_defense,50
Cottonee,Grass,speed,66
Scolipede,Bug,hp,60
Scolipede,Bug,attack,100
Scolipede,Bug,defense,89
Scolipede,Bug,sp_attack,55
Scolipede,Bug,sp_defense,69
Scolipede,Bug,speed,112
Whirlipede,Bug,hp,40
Whirlipede,Bug,attack,55
Whirlipede,Bug,defense,99
Whirlipede,Bug,sp_attack,40
Whirlipede,Bug,sp_defense,79
Whirlipede,Bug,speed,47
Venipede,Bug,hp,30
Venipede,Bug,attack,45
Venipede,Bug,defense,59
Venipede,Bug,sp_attack,30
Venipede,Bug,sp_defense,39
Venipede,Bug,speed,57
Leavanny,Bug,hp,75
Leavanny,Bug,attack,103
Leavanny,Bug,defense,80
Leavanny,Bug,sp_attack,70
Leavanny,Bug,sp_defense,80
Leavanny,Bug,speed,92
Swadloon,Bug,hp,55
Swadloon,Bug,attack,63
Swadloon,Bug,defense,90
Swadloon,Bug,sp_attack,50
Swadloon,Bug,sp_defense,80
Swadloon,Bug,speed,42
Sewaddle,Bug,hp,45
Sewaddle,Bug,attack,53
Sewaddle,Bug,defense,70
Sewaddle,Bug,sp_attack,40
Sewaddle,Bug,sp_defense,60
Sewaddle,Bug,speed,42
Sawk,Fighting,hp,75
Sawk,Fighting,attack,125
Sawk,Fighting,defense,75
Sawk,Fighting,sp_attack,30
Sawk,Fighting,sp_defense,75
Sawk,Fighting,speed,85
Throh,Fighting,hp,120
Throh,Fighting,attack,100
Throh,Fighting,defense,85
Throh,Fighting,sp_attack,30
Throh,Fighting,sp_defense,85
Throh,Fighting,speed,45
Seismitoad,Water,hp,105
Seismitoad,Water,attack,95
Seismitoad,Water,defense,75
Seismitoad,Water,sp_attack,85
Seismitoad,Water,sp_defense,75
Seismitoad,Water,speed,74
Palpitoad,Water,hp,75
Palpitoad,Water,attack,65
Palpitoad,Water,defense,55
Palpitoad,Water,sp_attack,65
Palpitoad,Water,sp_defense,55
Palpitoad,Water,speed,69
Tympole,Water,hp,50
Tympole,Water,attack,50
Tympole,Water,defense,40
Tympole,Water,sp_attack,50
Tympole,Water,sp_defense,40
Tympole,Water,speed,64
Conkeldurr,Fighting,hp,105
Conkeldurr,Fighting,attack,140
Conkeldurr,Fighting,defense,95
Conkeldurr,Fighting,sp_attack,55
Conkeldurr,Fighting,sp_defense,65
Conkeldurr,Fighting,speed,45
Gurdurr,Fighting,hp,85
Gurdurr,Fighting,attack,105
Gurdurr,Fighting,defense,85
Gurdurr,Fighting,sp_attack,40
Gurdurr,Fighting,sp_defense,50
Gurdurr,Fighting,speed,40
Timburr,Fighting,hp,75
Timburr,Fighting,attack,80
Timburr,Fighting,defense,55
Timburr,Fighting,sp_attack,25
Timburr,Fighting,sp_defense,35
Timburr,Fighting,speed,35
Mega Audino,Normal,hp,103
Mega Audino,Normal,attack,60
Mega Audino,Normal,defense,126
Mega Audino,Normal,sp_attack,80
Mega Audino,Normal,sp_defense,126
